ID,Date,title,category,account,amount,currency,type,transfer_amount,transfer_currency,to_account,receive_amount,receive_currency,description,due_date
508,16-02-2024,AtR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
509,15-02-2024,RtA,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
510,14-02-2024,Snack,Food & Drinks,Savings Bank,100,INR,EXPENSE,0,None,None,0,None,No-description,None
511,14-02-2024,Petrol,Transport,Savings Bank,100,INR,EXPENSE,0,None,None,0,None,No-description,None
512,14-02-2024,Petrol,Transport,Savings Bank,100,INR,EXPENSE,0,None,None,0,None,No-description,None
513,13-02-2024,RtA,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
514,13-02-2024,Recharge,Unknown,Savings Bank,0,INR,TRANSFER,200,INR,Metro Card,200,INR,No-description,None
515,13-02-2024,AtR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
516,13-02-2024,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
517,12-02-2024,RtA,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
518,12-02-2024,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
519,12-02-2024,Adjust balance,Unknown,Metro Card,2,INR,INCOME,0,None,None,0,None,No-description,None
520,11-02-2024,Snacks,Food & Drinks,Savings Bank,130,INR,EXPENSE,0,None,None,0,None,No-description,None
521,10-02-2024,Snacks,Food & Drinks,Savings Bank,45,INR,EXPENSE,0,None,None,0,None,No-description,None
522,10-02-2024,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
523,09-02-2024,Snacks,Food & Drinks,Savings Bank,145,INR,EXPENSE,0,None,None,0,None,No-description,None
524,09-02-2024,Pants,Bills & Fees,Savings Bank,998,INR,EXPENSE,0,None,None,0,None,No-description,None
525,09-02-2024,No title,Unknown,Savings Bank,2,INR,INCOME,0,None,None,0,None,No-description,None
526,08-02-2024,Ice cream,Bills & Fees,Savings Bank,102,INR,EXPENSE,0,None,None,0,None,No-description,None
527,08-02-2024,Pizza,Food & Drinks,Savings Bank,247,INR,EXPENSE,0,None,None,0,None,No-description,None
528,08-02-2024,No title,Unknown,Savings Bank,2,INR,EXPENSE,0,None,None,0,None,No-description,None
529,08-02-2024,Shirt,Bills & Fees,Savings Bank,999,INR,EXPENSE,0,None,None,0,None,No-description,None
530,08-02-2024,Pant,Bills & Fees,Savings Bank,799,INR,EXPENSE,0,None,None,0,None,No-description,None
531,07-02-2024,RtA,Transport,Savings Bank,35,INR,EXPENSE,0,None,None,0,None,No-description,None
532,07-02-2024,UPI lite,Bills & Fees,Savings Bank,1,INR,EXPENSE,0,None,None,0,None,No-description,None
533,06-02-2024,Bus Pass,Transport,Savings Bank,440,INR,EXPENSE,0,None,None,0,None,No-description,None
534,06-02-2024,Baba,Bills & Fees,Savings Bank,"1,000.00",INR,EXPENSE,0,None,None,0,None,No-description,None
535,05-02-2024,Withdraw,Unknown,Savings Bank,0,INR,TRANSFER,400,INR,Cash,400,INR,No-description,None
536,05-02-2024,Snacks,Food & Drinks,Savings Bank,90,INR,EXPENSE,0,None,None,0,None,No-description,None
537,05-02-2024,Exam,Bills & Fees,Savings Bank,400,INR,EXPENSE,0,None,None,0,None,No-description,None
538,05-02-2024,Adjust balance,Unknown,Cash,40,INR,EXPENSE,0,None,None,0,None,No-description,None
539,03-02-2024,Stonks,Bills & Fees,Savings Bank,4.45,INR,INCOME,0,None,None,0,None,No-description,None
540,03-02-2024,Baba birthday,Bills & Fees,Savings Bank,839,INR,EXPENSE,0,None,None,0,None,No-description,None
541,03-02-2024,Auto,Transport,Savings Bank,20,INR,EXPENSE,0,None,None,0,None,No-description,None
542,03-02-2024,Baba,Bills & Fees,Savings Bank,"2,000.00",INR,EXPENSE,0,None,None,0,None,No-description,None
543,02-02-2024,Petrol,Transport,Savings Bank,200,INR,EXPENSE,0,None,None,0,None,No-description,None
544,02-02-2024,Book,Bills & Fees,Savings Bank,299,INR,EXPENSE,0,None,None,0,None,No-description,None
545,01-02-2024,Netflix,Bills & Fees,Savings Bank,99,INR,EXPENSE,0,None,None,0,None,No-description,None
546,01-02-2024,Snacks,Food & Drinks,Savings Bank,40,INR,EXPENSE,0,None,None,0,None,No-description,None
547,01-02-2024,Petrol,Bills & Fees,Savings Bank,100,INR,EXPENSE,0,None,None,0,None,No-description,None
548,01-02-2024,Chotu,Bills & Fees,Savings Bank,100,INR,EXPENSE,0,None,None,0,None,No-description,None
549,01-02-2024,Gym,Bills & Fees,Savings Bank,"1,000.00",INR,EXPENSE,0,None,None,0,None,No-description,None
550,31-01-2024,Milk,Bills & Fees,Savings Bank,88,INR,EXPENSE,0,None,None,0,None,No-description,None
551,31-01-2024,Petrol,Transport,Savings Bank,100,INR,EXPENSE,0,None,None,0,None,No-description,None
552,31-01-2024,Sid,Bills & Fees,Savings Bank,200,INR,EXPENSE,0,None,None,0,None,No-description,None
553,31-01-2024,Baba,Bills & Fees,Savings Bank,"5,000.00",INR,EXPENSE,0,None,None,0,None,No-description,None
554,31-01-2024,Snacks,Food & Drinks,Savings Bank,60,INR,EXPENSE,0,None,None,0,None,No-description,None
555,31-01-2024,Chotu,Bills & Fees,Savings Bank,100,INR,INCOME,0,None,None,0,None,No-description,None
556,31-01-2024,Petrol,Bills & Fees,Savings Bank,100,INR,EXPENSE,0,None,None,0,None,No-description,None
557,31-01-2024,Salary,Bills & Fees,Savings Bank,"22,700.00",INR,INCOME,0,None,None,0,None,No-description,None
558,30-01-2024,Baba,Bills & Fees,Savings Bank,100,INR,EXPENSE,0,None,None,0,None,No-description,None
559,30-01-2024,Sid,Bills & Fees,Savings Bank,200,INR,INCOME,0,None,None,0,None,No-description,None
560,30-01-2024,Oil,Bills & Fees,Savings Bank,100,INR,EXPENSE,0,None,None,0,None,No-description,None
561,29-01-2024,Baba,Bills & Fees,Savings Bank,100,INR,INCOME,0,None,None,0,None,No-description,None
562,29-01-2024,RtA,Transport,Savings Bank,35,INR,EXPENSE,0,None,None,0,None,No-description,None
563,29-01-2024,Tire,Bills & Fees,Savings Bank,700,INR,EXPENSE,0,None,None,0,None,No-description,None
564,27-01-2024,Adjust balance,Unknown,Cash,26,INR,INCOME,0,None,None,0,None,No-description,None
565,27-01-2024,Petrol,Bills & Fees,Savings Bank,250,INR,EXPENSE,0,None,None,0,None,No-description,None
566,27-01-2024,Noodles,Food & Drinks,Savings Bank,60,INR,EXPENSE,0,None,None,0,None,No-description,None
567,27-01-2024,Xerox,Bills & Fees,Savings Bank,5,INR,EXPENSE,0,None,None,0,None,No-description,None
568,27-01-2024,Xerox,Bills & Fees,Savings Bank,27,INR,EXPENSE,0,None,None,0,None,No-description,None
569,26-01-2024,Snacks,Food & Drinks,Savings Bank,50,INR,EXPENSE,0,None,None,0,None,No-description,None
570,25-01-2024,Snacks,Food & Drinks,Savings Bank,120,INR,EXPENSE,0,None,None,0,None,No-description,None
571,24-01-2024,AtR,Transport,Savings Bank,35,INR,EXPENSE,0,None,None,0,None,No-description,None
572,24-01-2024,Adjust Balance,Unknown,Savings Bank,1,INR,EXPENSE,0,None,None,0,None,No-description,None
573,24-01-2024,License,Bills & Fees,Savings Bank,300,INR,EXPENSE,0,None,None,0,None,No-description,None
574,23-01-2024,Snacks,Food & Drinks,Savings Bank,115,INR,EXPENSE,0,None,None,0,None,No-description,None
575,22-01-2024,Grand original,Bills & Fees,Savings Bank,30,INR,EXPENSE,0,None,None,0,None,No-description,None
576,21-01-2024,Shampoo,Bills & Fees,Savings Bank,4,INR,EXPENSE,0,None,None,0,None,No-description,None
577,21-01-2024,Haircut,Bills & Fees,Savings Bank,150,INR,EXPENSE,0,None,None,0,None,No-description,None
578,20-01-2024,Recharge,Bills & Fees,Savings Bank,259,INR,EXPENSE,0,None,None,0,None,No-description,None
579,20-01-2024,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
580,18-01-2024,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
581,18-01-2024,Snacks,Food & Drinks,Savings Bank,111,INR,EXPENSE,0,None,None,0,None,No-description,None
582,16-01-2024,Juice,Food & Drinks,Savings Bank,20,INR,EXPENSE,0,None,None,0,None,No-description,None
583,16-01-2024,Shawarma ,Food & Drinks,Savings Bank,130,INR,EXPENSE,0,None,None,0,None,No-description,None
584,16-01-2024,Bike,Transport,Savings Bank,30,INR,EXPENSE,0,None,None,0,None,No-description,None
585,16-01-2024,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
586,16-01-2024,Rent,Bills & Fees,Savings Bank,"3,500.00",INR,EXPENSE,0,None,None,0,None,No-description,None
587,15-01-2024,Juice,Food & Drinks,Savings Bank,75,INR,EXPENSE,0,None,None,0,None,No-description,None
588,14-01-2024,Recharge,Bills & Fees,Savings Bank,0.9,INR,EXPENSE,0,None,None,0,None,No-description,None
589,13-01-2024,Snack,Transport,Savings Bank,30,INR,EXPENSE,0,None,None,0,None,No-description,None
590,13-01-2024,Snacks,Bills & Fees,Savings Bank,60,INR,EXPENSE,0,None,None,0,None,No-description,None
591,13-01-2024,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
592,12-01-2024,RtA,Transport,Savings Bank,35,INR,EXPENSE,0,None,None,0,None,No-description,None
593,12-01-2024,Burger AM,Food & Drinks,Savings Bank,99,INR,EXPENSE,0,None,None,0,None,No-description,None
594,12-01-2024,Breakfast,Food & Drinks,Savings Bank,30,INR,EXPENSE,0,None,None,0,None,No-description,None
595,11-01-2024,Aloo bhujia,Food & Drinks,Savings Bank,10,INR,EXPENSE,0,None,None,0,None,No-description,None
596,11-01-2024,Adjust balance,Unknown,Cash,16,INR,INCOME,0,None,None,0,None,No-description,None
597,11-01-2024,Something,Unknown,Cash,5,INR,EXPENSE,0,None,None,0,None,No-description,None
598,11-01-2024,Stonks,Bills & Fees,Savings Bank,400,INR,EXPENSE,0,None,None,0,None,No-description,None
599,11-01-2024,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
600,11-01-2024,AtR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
601,10-01-2024,AtR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
602,10-01-2024,Auto,Transport,Savings Bank,20,INR,EXPENSE,0,None,None,0,None,No-description,None
603,09-01-2024,Sid PayUp,Bills & Fees,Savings Bank,200,INR,EXPENSE,0,None,None,0,None,No-description,None
604,09-01-2024,Adjust balance,Unknown,Savings Bank,50.22,INR,EXPENSE,0,None,None,0,None,No-description,None
605,09-01-2024,Adjust balance,Unknown,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
606,09-01-2024,Sid PayUp,Bills & Fees,Savings Bank,200,INR,INCOME,0,None,None,0,None,No-description,None
607,09-01-2024,RtA,Transport,Savings Bank,35,INR,EXPENSE,0,None,None,0,None,No-description,None
608,09-01-2024,Recharge,Unknown,Savings Bank,0,INR,TRANSFER,100,INR,Metro Card,100,INR,No-description,None
609,09-01-2024,Bus,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
610,08-01-2024,Payup,Food & Drinks,Savings Bank,280,INR,EXPENSE,0,None,None,0,None,No-description,None
611,08-01-2024,Scholarship,Bills & Fees,Savings Bank,40,INR,EXPENSE,0,None,None,0,None,No-description,None
612,07-01-2024,Juice,Food & Drinks,Cash,25,INR,EXPENSE,0,None,None,0,None,No-description,None
613,07-01-2024,Gala nyt,Bills & Fees,Savings Bank,600,INR,EXPENSE,0,None,None,0,None,No-description,None
614,07-01-2024,Parking,Bills & Fees,Savings Bank,15,INR,EXPENSE,0,None,None,0,None,No-description,None
615,07-01-2024,Stationary,Bills & Fees,Savings Bank,72,INR,EXPENSE,0,None,None,0,None,No-description,None
616,06-01-2024,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
617,06-01-2024,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
618,06-01-2024,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
619,04-01-2024,Snacks,Food & Drinks,Savings Bank,60,INR,EXPENSE,0,None,None,0,None,No-description,None
620,04-01-2024,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
621,02-01-2024,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
622,02-01-2024,Snacks,Food & Drinks,Savings Bank,50,INR,EXPENSE,0,None,None,0,None,No-description,None
623,02-01-2024,Auto,Transport,Savings Bank,20,INR,EXPENSE,0,None,None,0,None,No-description,None
624,02-01-2024,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
625,01-01-2024,Cake,Food & Drinks,Savings Bank,300,INR,EXPENSE,0,None,None,0,None,No-description,None
626,01-01-2024,Party,Bills & Fees,Savings Bank,350,INR,EXPENSE,0,None,None,0,None,No-description,None
627,30-12-2023,Breakfast,Food & Drinks,Savings Bank,30,INR,EXPENSE,0,None,None,0,None,No-description,None
628,29-12-2023,Goje Payback,Bills & Fees,Savings Bank,30,INR,INCOME,0,None,None,0,None,No-description,None
629,29-12-2023,Snacks,Food & Drinks,Savings Bank,100,INR,EXPENSE,0,None,None,0,None,No-description,None
630,29-12-2023,Help,Unknown,Cash,0,INR,TRANSFER,100,INR,Savings Bank,100,INR,No-description,None
631,29-12-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
632,29-12-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
633,28-12-2023,Salary,Bills & Fees,Savings Bank,"3,130.00",INR,INCOME,0,None,None,0,None,No-description,None
634,28-12-2023,Breakfast,Food & Drinks,Savings Bank,30,INR,EXPENSE,0,None,None,0,None,No-description,None
635,27-12-2023,Auto,Transport,Savings Bank,20,INR,EXPENSE,0,None,None,0,None,No-description,None
636,27-12-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
637,27-12-2023,Stationary,Bills & Fees,Savings Bank,35,INR,EXPENSE,0,None,None,0,None,No-description,None
638,27-12-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
639,26-12-2023,Snacks,Food & Drinks,Savings Bank,30,INR,EXPENSE,0,None,None,0,None,No-description,None
640,26-12-2023,Lunch,Food & Drinks,Savings Bank,70,INR,EXPENSE,0,None,None,0,None,No-description,None
641,26-12-2023,Adjust balance,Unknown,Cash,45,INR,EXPENSE,0,None,None,0,None,No-description,None
642,26-12-2023,Breakfast,Food & Drinks,Savings Bank,35,INR,EXPENSE,0,None,None,0,None,No-description,None
643,25-12-2023,Bread,Food & Drinks,Savings Bank,70,INR,EXPENSE,0,None,None,0,None,No-description,None
644,25-12-2023,Lunch,Food & Drinks,Savings Bank,220,INR,EXPENSE,0,None,None,0,None,No-description,None
645,25-12-2023,Tea,Food & Drinks,Savings Bank,20,INR,EXPENSE,0,None,None,0,None,No-description,None
646,25-12-2023,Water,Food & Drinks,Savings Bank,20,INR,EXPENSE,0,None,None,0,None,No-description,None
647,25-12-2023,Breakfast,Food & Drinks,Savings Bank,60,INR,EXPENSE,0,None,None,0,None,No-description,None
648,25-12-2023,Breakfast,Food & Drinks,Savings Bank,40,INR,EXPENSE,0,None,None,0,None,No-description,None
649,25-12-2023,Chicken keema,Food & Drinks,Savings Bank,187.2,INR,EXPENSE,0,None,None,0,None,No-description,None
650,25-12-2023,Interest,Unknown,Savings Bank,30,INR,INCOME,0,None,None,0,None,No-description,None
651,24-12-2023,Breakfast,Food & Drinks,Savings Bank,30,INR,EXPENSE,0,None,None,0,None,No-description,None
652,24-12-2023,Coffee,Food & Drinks,Savings Bank,4,INR,EXPENSE,0,None,None,0,None,No-description,None
653,24-12-2023,Coffee,Food & Drinks,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
654,23-12-2023,Recharge,Bills & Fees,Savings Bank,259,INR,EXPENSE,0,None,None,0,None,No-description,None
655,22-12-2023,Snacks,Food & Drinks,Savings Bank,60,INR,EXPENSE,0,None,None,0,None,No-description,None
656,22-12-2023,Payup,Bills & Fees,Cash,200,INR,INCOME,0,None,None,0,None,No-description,None
657,22-12-2023,Payup,Bills & Fees,Savings Bank,700,INR,INCOME,0,None,None,0,None,No-description,None
658,22-12-2023,Auto,Transport,Savings Bank,20,INR,EXPENSE,0,None,None,0,None,No-description,None
659,22-12-2023,Ticket refund,Bills & Fees,Savings Bank,170.56,INR,INCOME,0,None,None,0,None,No-description,None
660,22-12-2023,Juice,Food & Drinks,Savings Bank,130,INR,EXPENSE,0,None,None,0,None,No-description,None
661,22-12-2023,Payup,Food & Drinks,Savings Bank,40,INR,INCOME,0,None,None,0,None,No-description,None
662,22-12-2023,Pizza,Food & Drinks,Savings Bank,170,INR,EXPENSE,0,None,None,0,None,No-description,None
663,21-12-2023,Tickets,Bills & Fees,Savings Bank,376,INR,EXPENSE,0,None,None,0,None,No-description,None
664,21-12-2023,Gift ,Bills & Fees,Savings Bank,"1,550.00",INR,EXPENSE,0,None,None,0,None,No-description,None
665,21-12-2023,Stonks Return,Bills & Fees,Savings Bank,83.66,INR,INCOME,0,None,None,0,None,No-description,None
666,20-12-2023,Shawarma ,Food & Drinks,Savings Bank,330,INR,EXPENSE,0,None,None,0,None,No-description,None
667,20-12-2023,Snacks,Food & Drinks,Savings Bank,55,INR,EXPENSE,0,None,None,0,None,No-description,None
668,20-12-2023,Recharge,Bills & Fees,Savings Bank,257.9,INR,EXPENSE,0,None,None,0,None,No-description,None
669,20-12-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
670,20-12-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
671,20-12-2023,Snacks,Food & Drinks,Savings Bank,35,INR,EXPENSE,0,None,None,0,None,No-description,None
672,19-12-2023,Cashback,Bills & Fees,Savings Bank,3,INR,INCOME,0,None,None,0,None,No-description,None
673,18-12-2023,Adjust balance,Unknown,Cash,300,INR,INCOME,0,None,None,0,None,No-description,None
674,18-12-2023,Adjust balance,Unknown,Savings Bank,2,INR,INCOME,0,None,None,0,None,No-description,None
675,18-12-2023,Weekend,Food & Drinks,Savings Bank,290,INR,EXPENSE,0,None,None,0,None,No-description,None
676,16-12-2023,Card maintenance,Bills & Fees,Savings Bank,295,INR,EXPENSE,0,None,None,0,None,No-description,None
677,16-12-2023,Bus Pass,Transport,Savings Bank,430,INR,EXPENSE,0,None,None,0,None,No-description,None
678,16-12-2023,Auto,Transport,Savings Bank,20,INR,EXPENSE,0,None,None,0,None,No-description,None
679,15-12-2023,Goje Payback,Food & Drinks,Cash,30,INR,INCOME,0,None,None,0,None,No-description,None
680,15-12-2023,Sid PayUp,Food & Drinks,Savings Bank,40,INR,INCOME,0,None,None,0,None,No-description,None
681,15-12-2023,Juice,Food & Drinks,Savings Bank,40,INR,EXPENSE,0,None,None,0,None,No-description,None
682,15-12-2023,Snacks,Food & Drinks,Savings Bank,105,INR,EXPENSE,0,None,None,0,None,No-description,None
683,15-12-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
684,15-12-2023,Snacks,Food & Drinks,Cash,70,INR,EXPENSE,0,None,None,0,None,No-description,None
685,14-12-2023,Snacks,Food & Drinks,Savings Bank,30,INR,EXPENSE,0,None,None,0,None,No-description,None
686,13-12-2023,Biryani,Bills & Fees,Savings Bank,520,INR,EXPENSE,0,None,None,0,None,No-description,None
687,13-12-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
688,13-12-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
689,13-12-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
690,12-12-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
691,12-12-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
692,11-12-2023,Adjust balance,Unknown,Savings Bank,2,INR,EXPENSE,0,None,None,0,None,No-description,None
693,11-12-2023,Snacks,Food & Drinks,Savings Bank,30,INR,EXPENSE,0,None,None,0,None,No-description,None
694,11-12-2023,Auto,Transport,Savings Bank,20,INR,EXPENSE,0,None,None,0,None,No-description,None
695,10-12-2023,Bonda,Food & Drinks,Savings Bank,30,INR,EXPENSE,0,None,None,0,None,No-description,None
696,09-12-2023,Snacks,Food & Drinks,Savings Bank,130,INR,EXPENSE,0,None,None,0,None,No-description,None
697,09-12-2023,Gpay,Bills & Fees,Savings Bank,25,INR,INCOME,0,None,None,0,None,No-description,None
698,09-12-2023,No title,Unknown,Metro Card,2,INR,EXPENSE,0,None,None,0,None,No-description,None
699,09-12-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
700,08-12-2023,Snacks,Food & Drinks,Savings Bank,70,INR,EXPENSE,0,None,None,0,None,No-description,None
701,08-12-2023,Adjust balance,Unknown,Savings Bank,5,INR,EXPENSE,0,None,None,0,None,No-description,None
702,08-12-2023,Printouts,Bills & Fees,Savings Bank,10,INR,EXPENSE,0,None,None,0,None,No-description,None
703,08-12-2023,Coke,Food & Drinks,Savings Bank,15,INR,EXPENSE,0,None,None,0,None,No-description,None
704,08-12-2023,Adjust balance,Unknown,Cash,95,INR,INCOME,0,None,None,0,None,No-description,None
705,07-12-2023,Auto,Transport,Savings Bank,20,INR,EXPENSE,0,None,None,0,None,No-description,None
706,07-12-2023,Withdraw,Unknown,Savings Bank,500,INR,EXPENSE,0,None,None,0,None,No-description,None
707,07-12-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
708,07-12-2023,Adjust balance,Unknown,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
709,07-12-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
710,06-12-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
711,06-12-2023,Help,Unknown,Savings Bank,0,INR,TRANSFER,120,INR,Cash,120,INR,No-description,None
712,06-12-2023,Auto,Transport,Savings Bank,20,INR,EXPENSE,0,None,None,0,None,No-description,None
713,06-12-2023,Adjust balance,Unknown,Cash,80,INR,INCOME,0,None,None,0,None,No-description,None
714,06-12-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
715,06-12-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
716,05-12-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
717,05-12-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
718,04-12-2023,Snacks,Food & Drinks,Savings Bank,75,INR,EXPENSE,0,None,None,0,None,No-description,None
719,04-12-2023,Jalebi,Food & Drinks,Savings Bank,50,INR,EXPENSE,0,None,None,0,None,No-description,None
720,04-12-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
721,04-12-2023,Auto,Transport,Savings Bank,20,INR,EXPENSE,0,None,None,0,None,No-description,None
722,02-12-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
723,02-12-2023,RtA,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
724,01-12-2023,Bus,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
725,01-12-2023,Adjust balance,Unknown,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
726,01-12-2023,Chotu,Bills & Fees,Savings Bank,220,INR,INCOME,0,None,None,0,None,No-description,None
727,01-12-2023,AtrR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
728,29-11-2023,RtA,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
729,29-11-2023,AtrR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
730,29-11-2023,Bus,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
731,29-11-2023,Biryani ,Food & Drinks,Savings Bank,520,INR,EXPENSE,0,None,None,0,None,No-description,None
732,29-11-2023,Shawarma ,Food & Drinks,Savings Bank,140,INR,EXPENSE,0,None,None,0,None,No-description,None
733,29-11-2023,Lunch payup,Food & Drinks,Savings Bank,552,INR,EXPENSE,0,None,None,0,None,8500264412,None
734,29-11-2023,Baba,Bills & Fees,Savings Bank,"10,000.00",INR,EXPENSE,0,None,None,0,None,No-description,None
735,29-11-2023,Salary,Unknown,Savings Bank,"22,283.00",INR,INCOME,0,None,None,0,None,No-description,None
736,29-11-2023,Chotu,Bills & Fees,Savings Bank,20,INR,EXPENSE,0,None,None,0,None,No-description,None
737,28-11-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
738,28-11-2023,Juice,Food & Drinks,Savings Bank,20,INR,EXPENSE,0,None,None,0,None,No-description,None
739,27-11-2023,AtrR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
740,26-11-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
741,26-11-2023,Snacks,Food & Drinks,Savings Bank,30,INR,EXPENSE,0,None,None,0,None,No-description,None
742,26-11-2023,Shampoo,Bills & Fees,Savings Bank,4,INR,EXPENSE,0,None,None,0,None,No-description,None
743,25-11-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
744,25-11-2023,Adjust balance,Unknown,Savings Bank,19.2,INR,EXPENSE,0,None,None,0,None,No-description,None
745,25-11-2023,Exam fees,Bills & Fees,Savings Bank,800,INR,EXPENSE,0,None,None,0,None,No-description,None
746,24-11-2023,Snacks,Food & Drinks,Savings Bank,35,INR,EXPENSE,0,None,None,0,None,No-description,None
747,23-11-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
748,23-11-2023,AtrR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
749,23-11-2023,Something,Bills & Fees,Savings Bank,50,INR,EXPENSE,0,None,None,0,None,No-description,None
750,22-11-2023,Recharge,Unknown,Savings Bank,0,INR,TRANSFER,200,INR,Metro Card,200,INR,No-description,None
751,22-11-2023,AtrR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
752,22-11-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
753,21-11-2023,Curd,Bills & Fees,Savings Bank,46,INR,EXPENSE,0,None,None,0,None,No-description,None
754,21-11-2023,Snacks,Food & Drinks,Savings Bank,30,INR,EXPENSE,0,None,None,0,None,No-description,None
755,21-11-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
756,21-11-2023,Chotu pass,Bills & Fees,Savings Bank,200,INR,EXPENSE,0,None,None,0,None,No-description,None
757,21-11-2023,AtrR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
758,21-11-2023,Recharge,Bills & Fees,Savings Bank,259,INR,EXPENSE,0,None,None,0,None,No-description,None
759,20-11-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
760,20-11-2023,Maa,Bills & Fees,Cash,50,INR,EXPENSE,0,None,None,0,None,No-description,None
761,20-11-2023,AtR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
762,19-11-2023,Adjust balance,Unknown,Cash,20,INR,INCOME,0,None,None,0,None,No-description,None
